timestamp_ms,total_time_us,preprocess_us,find_gap_us,find_best_point_us,control_us,scan_size,frequency_hz
1750577035430,46.668,10.0,4.9,0.6,1.2,1080,107.1
1750577035432,53.417,10.0,4.9,0.5,1.2,1080,437.7
1750577035432,22.584,9.0,4.2,0.2,0.3,1080,3761.1
1750577035437,49.418,9.8,5.0,0.6,1.1,1080,229.7
1750577035441,159.795,32.3,14.6,1.5,1.9,1080,232.4
1750577035445,44.334,9.8,4.9,0.5,1.0,1080,282.4
1750577035449,44.167,10.0,4.8,0.5,1.2,1080,234.8
1750577035453,31.959,9.2,4.6,0.3,0.5,1080,279.0
1750577035463,41.834,9.6,4.8,0.5,1.4,1080,97.5
1750577035465,55.876,10.4,5.0,0.6,1.5,1080,466.5
1750577035469,75.334,9.8,4.8,0.5,1.2,1080,249.9
1750577035474,149.878,10.0,4.8,0.5,1.4,1080,215.6
1750577035477,50.334,10.3,4.9,0.5,1.5,1080,312.1
1750577035481,45.542,9.8,4.7,0.5,1.3,1080,219.3
1750577035484,36.293,9.2,4.6,0.3,0.4,1080,320.6
1750577035493,57.252,10.0,4.8,0.5,1.6,1080,115.7
1750577035494,58.835,9.7,4.8,0.6,1.1,1080,995.0
1750577035497,44.876,9.8,5.1,0.6,1.0,1080,383.0
1750577035501,49.251,10.1,4.9,0.5,1.2,1080,255.2
1750577035506,49.876,9.8,4.8,0.5,1.3,1080,186.3
1750577035509,55.376,9.8,5.0,0.5,1.2,1080,341.8
1750577035516,86.877,9.5,5.0,0.5,0.9,1080,147.5
1750577035517,45.084,9.4,4.9,0.5,0.7,1080,631.2
1750577035523,51.126,9.7,7.8,0.6,1.1,1080,168.2
1750577035524,31.417,9.2,4.6,0.2,0.2,1080,814.4
1750577035529,50.376,10.1,4.7,0.5,1.2,1080,212.8
1750577035536,53.418,10.6,4.8,0.7,1.1,1080,145.8
1750577035537,32.626,9.2,4.4,0.3,0.4,1080,1063.9
1750577035541,41.292,9.5,4.8,0.5,1.1,1080,269.7
1750577035545,24.250,9.0,4.5,0.2,0.5,1080,224.1
1750577035549,52.876,9.7,4.6,0.5,0.8,1080,266.1
1750577035556,57.168,10.5,4.9,0.5,1.6,1080,148.3
1750577035559,62.043,9.4,4.8,0.7,0.8,1080,342.3
1750577035561,50.876,9.6,4.8,0.7,1.0,1080,429.6
1750577035569,52.793,10.0,5.1,0.8,1.2,1080,121.2
1750577035571,46.459,9.0,4.5,0.4,0.9,1080,542.1
1750577035572,38.417,9.1,4.3,0.2,0.3,1080,667.3
1750577035577,39.667,9.1,4.4,0.2,0.3,1080,223.2
1750577035581,52.543,9.7,4.8,0.5,1.0,1080,236.5
1750577035588,60.460,9.8,4.8,0.6,1.3,1080,157.2
1750577035590,49.751,10.5,4.7,0.3,0.7,1080,394.1
1750577035594,194.045,9.5,5.0,0.5,1.4,1080,273.8
1750577035601,73.460,9.8,6.7,1.2,3.4,1080,140.7
1750577035602,36.626,9.3,4.5,0.3,0.5,1080,970.2
1750577035604,32.959,9.4,4.6,0.3,0.5,1080,385.0
1750577035610,31.834,9.9,4.3,0.2,0.4,1080,197.1
1750577035613,37.334,9.4,4.5,0.2,0.4,1080,336.6
1750577035621,87.669,10.0,4.8,0.5,1.1,1080,120.7
1750577035621,40.918,9.2,4.4,0.2,0.3,1080,5352.3
1750577035625,63.959,10.6,5.1,0.6,1.3,1080,259.8
1750577035630,54.210,10.0,4.7,0.5,1.2,1080,201.3
1750577035634,50.293,10.0,4.7,0.5,1.2,1080,239.6
1750577035637,45.335,10.1,4.8,0.6,1.0,1080,374.0
1750577035641,33.251,9.1,4.4,0.2,0.2,1080,251.9
1750577035645,40.001,9.3,4.4,0.2,0.4,1080,221.6
1750577035652,39.626,9.5,4.8,0.5,1.2,1080,146.0
1750577035653,41.001,9.4,4.7,0.4,0.5,1080,758.3
1750577035657,69.293,9.9,4.9,0.8,1.3,1080,252.8
1750577035661,43.376,9.9,4.9,0.5,1.3,1080,270.3
1750577035665,37.418,9.8,4.8,0.4,0.8,1080,238.7
1750577035669,51.876,10.2,5.0,0.5,1.2,1080,230.6
1750577035673,35.334,9.3,4.5,0.2,0.6,1080,285.9
1750577035677,41.001,9.2,4.5,0.2,0.4,1080,260.8
1750577035689,145.294,9.7,6.6,0.5,1.3,1080,83.3
1750577035690,61.167,11.8,4.9,0.5,1.1,1080,626.2
1750577035693,48.043,9.6,4.8,0.6,1.1,1080,443.7
1750577035696,38.001,9.5,4.5,0.3,0.5,1080,263.2
1750577035705,45.543,9.8,4.8,0.5,1.0,1080,119.1
1750577035710,54.876,9.9,4.9,0.7,1.6,1080,209.5
1750577035716,61.292,10.2,4.9,0.6,1.5,1080,169.0
1750577035718,66.042,9.4,4.6,0.4,2.9,1080,382.4
1750577035722,324.381,45.0,51.6,1.9,1.7,1080,266.9
1750577035726,56.209,9.9,7.7,0.7,1.3,1080,272.5
1750577035729,59.751,9.9,8.8,0.5,1.2,1080,264.2
1750577035733,33.417,9.5,4.6,0.3,0.8,1080,294.4
1750577035737,42.918,10.1,4.7,0.5,1.2,1080,245.2
1750577035740,54.167,9.3,6.1,0.3,0.5,1080,278.5
1750577035748,47.751,10.2,4.8,0.7,1.5,1080,141.6
1750577035752,43.209,9.9,4.7,0.5,1.0,1080,206.7
1750577035752,28.334,9.0,4.3,0.1,0.2,1080,7721.9
1750577035758,127.295,9.8,4.8,0.5,1.0,1080,185.7
1750577035761,45.959,9.8,4.6,0.7,1.5,1080,348.4
1750577035765,48.334,11.2,4.8,0.4,0.8,1080,220.0
1750577035769,33.959,9.2,4.5,0.2,0.3,1080,246.6
1750577035776,64.043,10.8,4.9,0.7,1.3,1080,158.1
1750577035777,44.709,9.3,4.9,0.4,0.7,1080,1022.7
1750577035781,49.167,9.5,5.0,0.6,1.0,1080,245.5
1750577035785,40.542,9.4,4.5,0.5,0.7,1080,232.8
1750577035793,86.794,9.7,4.8,0.5,1.1,1080,128.5
1750577035793,52.918,9.2,4.4,0.2,0.4,1080,1755.3
1750577035799,68.001,10.5,4.9,0.7,1.5,1080,192.2
1750577035801,50.709,9.7,4.8,0.4,1.1,1080,483.0
1750577035805,42.084,9.4,4.5,0.3,0.5,1080,221.1
1750577035819,51.959,10.0,4.8,0.5,1.4,1080,71.2
1750577035823,60.335,10.0,5.0,0.5,1.8,1080,250.4
1750577035825,47.251,9.9,4.8,0.4,1.0,1080,699.6
1750577035830,55.292,9.9,4.9,0.5,1.2,1080,184.9
1750577035833,41.209,9.3,4.7,0.3,0.5,1080,397.7
1750577035837,59.126,9.6,4.7,0.4,0.9,1080,228.2
1750577035841,47.210,10.0,5.0,0.6,1.0,1080,253.5
1750577035845,38.334,10.1,5.0,0.6,0.8,1080,231.6
1750577035850,52.001,9.6,4.9,0.6,1.2,1080,212.0
1750577035857,49.792,9.7,5.1,0.7,1.4,1080,146.0
1750577035862,46.584,10.0,5.6,0.5,1.1,1080,206.1
1750577035864,34.584,9.2,4.4,0.2,0.3,1080,352.4
1750577035869,35.125,9.2,4.4,0.2,0.3,1080,219.2
1750577035873,47.418,9.4,4.5,0.5,0.6,1080,274.0
1750577035884,58.376,9.7,5.5,0.5,1.2,1080,86.3
1750577035885,60.584,9.1,15.8,0.2,0.2,1080,1096.5
1750577035890,61.418,9.7,4.8,0.6,1.3,1080,220.1
1750577035895,65.877,10.2,4.8,0.5,1.3,1080,196.7
1750577035901,50.959,9.7,4.9,0.8,1.2,1080,152.6
1750577035905,59.127,9.9,5.0,0.6,1.3,1080,295.0
1750577035916,71.126,9.9,4.9,0.8,1.2,1080,88.8
1750577035917,33.000,9.1,4.3,0.2,0.2,1080,1163.0
1750577035921,49.501,9.8,4.8,0.5,1.3,1080,251.7
1750577035925,33.459,9.3,4.4,0.2,0.5,1080,233.6
1750577035929,41.043,9.6,4.7,0.3,0.5,1080,258.2
1750577035933,45.667,9.5,4.8,0.5,0.8,1080,266.3
1750577035940,69.793,10.9,5.0,0.7,1.4,1080,131.5
1750577035941,45.084,9.2,4.3,0.1,0.2,1080,4584.4
1750577035948,56.168,9.7,5.1,0.5,1.3,1080,128.2
1750577035951,49.876,9.4,4.5,0.3,0.5,1080,389.8
1750577035953,76.043,9.8,4.9,0.4,1.1,1080,592.6
1750577035957,53.334,9.9,4.9,0.5,1.2,1080,218.8
1750577035961,56.418,9.2,4.5,0.2,0.7,1080,299.1
1750577035967,50.709,10.4,4.7,0.7,1.2,1080,166.2
1750577035974,56.543,9.9,4.8,0.5,1.5,1080,136.1
1750577035979,44.584,9.8,4.8,0.6,1.0,1080,210.1
1750577035984,63.418,9.8,4.8,0.5,1.2,1080,175.3
1750577035984,29.959,9.3,4.3,0.1,0.2,1080,6307.4
1750577035991,41.168,9.8,4.8,0.6,1.4,1080,166.5
1750577035993,38.167,9.4,4.6,0.5,0.5,1080,491.3
1750577035997,33.834,9.1,4.5,0.3,0.4,1080,241.4
1750577036001,66.293,9.8,4.8,0.4,1.2,1080,224.6
1750577036008,102.335,11.0,5.0,0.8,1.5,1080,139.7
1750577036009,33.876,9.2,4.4,0.2,0.2,1080,1408.4
1750577036013,43.792,10.4,5.0,0.5,1.5,1080,227.0
1750577036017,51.292,10.5,4.8,0.5,1.2,1080,297.0
1750577036021,48.668,9.8,4.8,0.5,1.1,1080,261.3
1750577036025,38.876,9.2,4.7,0.2,0.5,1080,218.1
1750577036030,45.792,9.7,4.8,0.5,1.1,1080,210.6
1750577036033,60.292,10.3,4.8,0.5,1.0,1080,331.9
1750577036037,50.043,9.9,4.8,0.6,1.3,1080,265.7
1750577036046,49.418,10.0,4.9,0.5,1.2,1080,105.5
1750577036049,65.501,10.5,5.0,0.6,1.5,1080,331.9
1750577036056,65.460,10.1,5.0,0.6,1.2,1080,147.8
1750577036057,35.834,9.3,4.5,0.3,0.5,1080,1014.9
1750577036061,52.334,10.0,4.8,0.5,1.2,1080,262.3
1750577036074,63.751,9.8,4.9,0.6,1.1,1080,76.9
1750577036074,19.459,9.3,4.4,0.1,0.2,1080,8315.9
1750577036077,63.418,10.1,5.0,0.6,1.5,1080,317.1
1750577036081,43.626,10.0,4.9,0.5,1.2,1080,266.3
1750577036089,46.918,9.5,5.0,0.5,1.2,1080,125.7
1750577036093,52.043,10.0,5.0,0.7,1.4,1080,232.4
1750577036107,50.709,9.6,4.8,0.5,1.2,1080,72.5
1750577036109,196.295,44.4,16.0,2.0,1.2,1080,549.7
1750577036113,53.168,10.6,5.0,0.6,1.1,1080,223.6
1750577036116,44.251,9.4,4.6,0.5,0.8,1080,300.3
1750577036121,32.251,10.1,4.4,0.2,0.4,1080,244.0
1750577036128,45.251,9.8,4.9,0.5,1.0,1080,140.3
1750577036130,47.167,9.7,4.8,0.5,1.5,1080,391.2
1750577036133,41.751,10.1,4.7,0.5,1.1,1080,425.9
1750577036137,46.376,10.0,4.8,0.5,1.0,1080,208.1
1750577036141,43.626,9.6,4.9,0.4,1.1,1080,321.2
1750577036145,39.959,10.0,4.8,0.5,1.2,1080,223.9
1750577036149,41.584,10.1,4.8,0.5,1.1,1080,244.4
1750577036153,29.917,9.2,4.5,0.2,0.4,1080,253.2
1750577036157,42.709,9.6,4.6,0.5,1.0,1080,245.0
1750577036161,49.959,9.7,4.8,0.4,1.0,1080,276.5
1750577036165,43.126,9.7,4.8,0.5,0.6,1080,222.8
1750577036170,141.877,10.1,4.7,0.5,1.2,1080,229.1
1750577036173,48.376,10.2,4.9,0.5,1.0,1080,332.0
1750577036179,52.293,10.0,4.8,0.5,1.1,1080,157.5
1750577036180,37.668,9.7,4.6,0.3,1.0,1080,654.2
1750577036185,96.043,9.3,4.5,0.3,0.8,1080,212.8
1750577036189,36.959,9.3,4.5,0.4,0.8,1080,271.1
1750577036198,135.586,26.0,5.0,0.7,1.2,1080,107.1
1750577036201,56.085,10.0,4.8,0.6,1.2,1080,335.9
1750577036210,69.835,10.1,5.0,0.8,1.2,1080,115.5
1750577036213,36.792,9.3,4.8,0.4,0.8,1080,369.1
1750577036216,35.750,9.1,5.2,0.2,0.4,1080,253.5
1750577036220,42.376,9.2,4.5,0.2,0.4,1080,250.1
1750577036230,77.418,10.0,4.7,0.7,1.2,1080,105.2
1750577036233,41.376,9.6,4.5,0.4,0.6,1080,369.3
1750577036234,47.709,9.1,4.4,0.2,0.3,1080,1202.7
1750577036237,46.751,9.8,5.2,0.7,1.5,1080,264.5
1750577036243,48.875,10.2,4.8,0.5,1.8,1080,171.4
1750577036245,32.792,9.6,4.7,0.3,1.0,1080,698.5
1750577036250,37.376,9.6,4.6,0.4,0.5,1080,201.6
1750577036253,33.334,9.2,4.4,0.2,0.3,1080,295.8
1750577036258,49.418,10.1,4.8,0.5,1.1,1080,181.4
1750577036261,35.292,9.5,4.6,0.2,0.3,1080,472.7
1750577036266,47.626,9.8,4.8,0.5,1.2,1080,179.8
1750577036269,50.793,10.0,4.9,0.5,1.2,1080,317.6
1750577036278,1590.989,10.5,5.1,0.7,1.8,1080,131.2
1750577036279,46.918,9.9,4.8,0.5,1.5,1080,561.9
1750577036285,46.251,10.0,4.8,0.4,1.2,1080,149.4
1750577036286,29.876,9.1,4.3,0.2,0.3,1080,1515.9
1750577036289,46.917,9.8,4.7,0.5,1.1,1080,341.8
1750577036293,30.167,9.4,4.6,0.2,0.5,1080,260.4
1750577036297,158.003,32.2,14.8,1.2,2.1,1080,220.4
1750577036301,52.209,9.9,4.8,0.6,0.9,1080,298.8
1750577036305,38.459,9.8,4.6,0.4,0.8,1080,245.3
1750577036309,47.085,9.5,5.0,0.3,0.7,1080,228.7
1750577036313,60.043,9.9,8.2,0.6,1.2,1080,273.4
1750577036318,56.209,9.6,8.7,0.5,1.0,1080,185.3
1750577036321,35.626,9.2,4.4,0.3,0.4,1080,403.5
1750577036325,52.418,9.8,6.9,0.5,0.9,1080,234.0
1750577036330,45.959,10.3,4.8,0.7,1.2,1080,186.7
1750577036334,51.501,10.8,4.9,0.5,1.3,1080,303.9
1750577036337,48.918,9.9,4.8,0.6,1.3,1080,301.2
1750577036341,36.709,9.4,4.6,0.4,0.8,1080,274.0
1750577036345,29.375,9.3,4.6,0.2,0.3,1080,213.7
1750577036352,46.043,9.9,4.9,0.6,1.6,1080,155.8
1750577036353,34.334,9.2,4.4,0.2,0.4,1080,1064.3
1750577036357,44.167,10.0,4.8,0.5,1.0,1080,245.1
1750577036362,125.877,35.2,29.8,20.3,1.3,1080,208.8
1750577036366,40.126,10.0,5.1,0.6,1.2,1080,228.6
1750577036369,38.584,9.3,4.5,0.3,0.7,1080,325.1
1750577036376,64.959,10.0,5.0,0.6,1.5,1080,144.2
1750577036377,50.084,10.2,4.7,0.8,1.7,1080,824.2
1750577036381,40.543,9.6,7.2,0.4,0.9,1080,280.3
1750577036391,45.751,9.9,4.7,0.5,1.1,1080,95.0
1750577036393,40.834,9.8,4.8,0.4,1.8,1080,480.2
1750577036400,82.335,9.7,4.8,0.5,1.2,1080,139.6
1750577036401,41.793,9.0,4.4,0.1,0.2,1080,5712.8
1750577036409,38.417,9.6,4.7,0.5,1.1,1080,125.6
1750577036413,42.210,9.5,4.8,0.5,1.2,1080,218.9
1750577036422,40.751,9.8,4.8,0.5,1.2,1080,109.0
1750577036425,48.751,10.0,4.8,0.6,1.1,1080,396.3
1750577036430,40.043,10.0,4.9,0.6,1.0,1080,199.2
1750577036433,51.251,9.9,5.0,0.5,1.1,1080,348.3
1750577036437,34.084,9.5,4.8,0.5,1.0,1080,246.1
1750577036440,33.834,9.2,4.3,0.2,0.3,1080,267.2
1750577036445,37.001,9.2,4.4,0.2,0.5,1080,209.7
1750577036449,53.543,9.6,4.8,0.7,1.2,1080,275.8
1750577036464,62.335,10.1,5.0,0.8,1.6,1080,64.7
1750577036464,25.334,9.0,4.2,0.1,0.2,1080,9426.4
1750577036466,64.043,10.1,4.8,0.5,1.3,1080,868.2
1750577036469,52.251,9.5,4.6,0.4,1.0,1080,285.5
1750577036473,53.293,9.2,4.8,0.3,0.8,1080,273.6
1750577036477,51.210,10.0,5.0,0.6,1.3,1080,244.0
1750577036487,41.959,10.1,4.8,0.6,1.2,1080,98.8
1750577036490,34.876,9.7,4.8,0.4,1.3,1080,317.7
1750577036493,53.459,10.3,4.9,0.6,1.1,1080,356.8
1750577036501,50.210,9.8,4.8,1.0,1.3,1080,116.6
1750577036508,64.918,10.0,4.8,0.7,1.2,1080,146.7
1750577036509,32.625,9.2,4.5,0.2,0.3,1080,1115.8
1750577036517,48.542,10.0,4.8,0.6,1.0,1080,124.9
1750577036521,47.334,10.2,5.0,0.6,1.4,1080,279.9
1750577036528,53.126,10.1,5.0,0.6,0.9,1080,145.1
1750577036529,42.335,9.5,4.6,0.4,0.9,1080,696.9
1750577036535,45.168,10.5,4.9,0.8,1.2,1080,175.7
1750577036537,37.918,9.7,4.7,0.3,0.8,1080,563.3
1750577036541,30.334,9.1,4.4,0.2,0.3,1080,252.1
1750577036550,57.917,9.9,4.8,0.7,1.4,1080,103.3
1750577036551,35.918,9.2,4.5,0.2,0.4,1080,799.0
1750577036552,32.917,9.2,4.5,0.2,0.4,1080,1050.4
1750577036559,49.001,9.4,4.7,0.5,1.2,1080,150.6
1750577036561,49.209,9.8,4.8,0.6,1.3,1080,431.4
1750577036565,40.584,9.8,4.8,0.4,1.0,1080,307.9
1750577036570,47.168,9.9,4.8,0.5,1.4,1080,190.2
1750577036572,35.334,9.3,4.4,0.2,0.3,1080,390.5
1750577036577,44.459,9.5,4.5,0.5,4.8,1080,234.5
1750577036583,54.335,10.5,4.8,0.5,1.1,1080,147.8
1750577036584,36.709,9.1,4.3,0.2,0.3,1080,986.9
1750577036590,61.918,9.5,4.9,0.5,1.4,1080,187.8
1750577036592,51.793,9.3,4.5,0.3,0.6,1080,377.6
1750577036599,103.044,10.0,4.8,0.5,1.2,1080,158.8
1750577036600,42.668,9.8,4.8,0.2,0.4,1080,582.1
1750577036605,45.960,9.6,4.8,0.4,0.7,1080,214.9
1750577036614,52.293,9.7,4.8,0.5,1.1,1080,112.2
1750577036617,36.793,9.3,4.9,0.3,0.7,1080,389.6
1750577036621,51.168,9.7,4.9,0.4,1.2,1080,242.1
1750577036625,42.000,9.8,4.8,0.6,1.0,1080,212.0
1750577036629,47.376,9.4,4.5,0.5,0.8,1080,290.7
1750577036634,64.418,9.7,4.7,0.5,1.1,1080,191.2
1750577036637,33.292,9.3,4.2,0.2,0.3,1080,394.3
1750577036645,42.501,10.2,4.9,0.5,1.1,1080,120.7
1750577036649,41.876,9.8,4.6,0.5,0.9,1080,237.8
1750577036653,45.751,10.0,4.8,0.5,1.1,1080,255.7
1750577036657,46.292,9.9,4.8,0.5,1.0,1080,271.9
1750577036661,61.251,9.6,4.8,0.5,21.1,1080,253.3
1750577036665,40.709,9.7,4.8,0.5,1.2,1080,244.7
1750577036671,40.043,10.0,5.0,0.5,1.2,1080,148.6
1750577036672,31.792,9.4,4.5,0.2,0.3,1080,1018.3
1750577036679,55.751,9.8,4.8,0.4,1.0,1080,152.3
1750577036685,67.626,10.5,5.0,0.6,1.1,1080,175.8
1750577036685,30.084,9.0,4.4,0.2,0.4,1080,5556.7
1750577036690,46.959,9.8,4.8,0.5,1.2,1080,215.2
1750577036699,60.543,10.1,5.0,0.6,1.0,1080,110.0
1750577036699,32.125,8.9,4.2,0.1,0.2,1080,10309.1
1750577036701,42.876,9.4,4.4,0.2,0.3,1080,557.2
1750577036716,62.126,10.0,5.0,0.6,1.3,1080,65.2
1750577036717,62.668,9.8,4.8,0.6,1.2,1080,791.5
1750577036721,37.001,9.5,4.7,0.4,0.8,1080,290.6
1750577036725,46.668,9.6,4.8,0.5,1.1,1080,242.6
1750577036731,68.085,9.6,4.8,0.5,1.3,1080,162.0
1750577036732,32.709,9.3,4.5,0.2,0.3,1080,611.5
1750577036740,75.710,10.4,4.9,0.7,1.4,1080,134.7
1750577036742,43.251,10.0,4.5,0.4,0.6,1080,406.8
1750577036745,41.626,9.6,4.8,0.4,0.7,1080,324.6
1750577036751,80.752,10.0,5.1,0.8,1.4,1080,194.7
1750577036753,79.876,10.5,5.0,0.8,1.2,1080,358.4
1750577036759,42.459,9.9,4.8,0.5,1.2,1080,168.0
1750577036761,46.292,9.4,4.6,0.5,1.1,1080,621.4
1750577036768,69.501,9.9,5.0,0.7,1.2,1080,141.9
1750577036775,54.834,9.6,4.8,0.4,1.2,1080,147.1
1750577036775,36.875,8.9,4.2,0.1,0.2,1080,10728.5
1750577036778,50.417,10.0,4.8,0.5,1.1,1080,335.0
1750577036781,42.709,10.0,5.0,0.4,1.1,1080,359.6
1750577036786,51.167,9.7,5.0,0.5,1.0,1080,205.1
1750577036792,44.542,10.8,4.9,0.6,1.0,1080,150.7
1750577036794,85.043,9.6,4.8,0.5,1.3,1080,482.0
1750577036796,44.876,9.1,4.4,0.1,0.3,1080,443.6
1750577036804,55.751,9.4,4.8,0.5,1.2,1080,126.6
1750577036805,29.626,9.0,4.4,0.2,0.3,1080,1673.4
1750577036809,41.293,9.5,4.7,0.4,1.0,1080,239.1
1750577036813,44.834,9.9,4.8,0.8,1.0,1080,282.7
1750577036817,45.876,9.7,4.8,0.5,1.1,1080,238.5
1750577036821,58.127,9.5,4.8,0.5,1.1,1080,267.8
1750577036825,45.417,9.8,4.8,0.5,1.1,1080,242.3
1750577036829,51.835,10.1,4.9,0.5,1.4,1080,227.6
1750577036835,49.376,9.8,4.8,0.5,1.1,1080,184.9
1750577036836,33.584,9.1,4.5,0.2,0.4,1080,527.2
1750577036841,40.209,9.8,4.8,0.5,1.1,1080,240.7
1750577036845,43.584,10.0,4.7,0.6,1.0,1080,246.8
1750577036853,43.251,9.7,4.8,0.5,1.2,1080,117.4
1750577036857,37.376,9.3,4.7,0.4,0.8,1080,290.9
1750577036861,47.335,9.6,4.7,0.8,0.9,1080,234.1
1750577036875,47.585,9.7,4.9,0.6,1.2,1080,71.3
1750577036877,40.168,9.5,4.8,0.4,0.9,1080,567.4
1750577036885,46.335,9.8,4.8,0.5,1.4,1080,117.5
1750577036890,61.584,9.7,4.8,0.5,1.3,1080,231.4
1750577036893,42.209,9.4,4.5,0.6,0.9,1080,319.9
1750577036897,47.334,9.7,4.7,0.5,1.3,1080,223.3
1750577036901,38.418,9.6,4.8,0.6,1.0,1080,290.5
1750577036905,38.459,9.6,4.5,0.5,1.0,1080,245.4
1750577036909,46.085,9.9,4.8,0.8,1.2,1080,215.3
1750577036914,63.043,9.8,4.9,0.6,1.0,1080,219.3
1750577036917,41.543,9.7,4.9,0.4,0.5,1080,365.7
1750577036920,39.626,9.3,4.5,0.4,0.8,1080,257.0
1750577036925,41.792,9.7,4.8,0.6,1.2,1080,228.8
1750577036930,39.542,9.4,4.6,0.4,0.6,1080,203.4
1750577036935,42.667,9.7,4.8,0.5,1.0,1080,186.7
1750577036936,36.001,9.1,4.4,0.3,0.3,1080,750.5
1750577036941,53.626,9.8,4.8,0.5,1.5,1080,204.1
1750577036945,92.251,9.8,4.8,0.5,1.2,1080,248.6
1750577036949,56.710,9.7,4.8,0.5,1.1,1080,266.2
1750577036953,36.251,9.6,4.9,0.5,0.5,1080,262.4
1750577036957,42.167,9.7,5.0,0.4,1.4,1080,262.6
1750577036961,53.626,9.6,5.0,0.5,1.1,1080,253.5
1750577036966,44.459,9.9,4.7,0.5,1.0,1080,176.9
1750577036969,37.460,9.8,4.8,0.3,0.4,1080,352.5
1750577036974,51.293,10.0,4.8,0.5,1.4,1080,219.7
1750577036977,52.501,10.2,4.9,0.6,1.6,1080,317.7
1750577036981,46.126,10.0,4.8,0.6,1.5,1080,273.0
1750577036985,40.167,9.3,4.7,0.5,0.8,1080,212.0
1750577036989,48.710,9.8,4.8,0.5,1.2,1080,265.8
1750577036993,38.084,9.8,4.5,0.5,0.5,1080,246.7
1750577036997,47.126,9.2,4.5,0.4,0.8,1080,253.5
1750577037002,35.376,9.6,4.8,0.5,1.0,1080,193.7
1750577037006,41.709,9.6,4.7,0.5,1.2,1080,258.4
1750577037009,60.418,10.1,5.0,0.9,1.9,1080,305.4
1750577037013,52.168,9.8,4.8,0.5,1.1,1080,303.0
1750577037020,47.875,9.7,5.0,0.6,1.5,1080,131.2
1750577037021,34.542,9.2,4.5,0.2,0.3,1080,1519.0
1750577037034,87.835,9.8,5.0,0.6,1.5,1080,78.7
1750577037034,29.043,9.1,4.3,0.1,0.2,1080,7490.5
1750577037037,46.668,9.3,4.7,0.5,1.0,1080,349.4
1750577037042,50.250,9.9,4.8,0.5,1.0,1080,192.2
1750577037045,37.459,9.4,4.9,0.4,1.2,1080,341.3
1750577037049,34.251,9.5,4.5,0.3,0.6,1080,232.7
1750577037053,60.917,9.7,5.4,0.4,1.0,1080,286.8
1750577037062,42.209,9.8,4.8,0.7,1.1,1080,105.5
1750577037065,47.459,10.3,5.0,0.5,1.7,1080,352.9
1750577037069,46.250,10.1,5.1,0.6,1.6,1080,232.5
1750577037074,51.459,9.8,5.1,0.7,1.5,1080,203.3
1750577037077,45.626,9.6,4.9,0.5,1.2,1080,388.1
1750577037083,51.959,9.8,5.0,0.6,1.4,1080,164.1
1750577037085,37.917,9.1,4.4,0.2,0.3,1080,557.4
1750577037089,34.001,9.0,4.5,0.3,0.4,1080,237.6
1750577037093,50.209,9.7,4.6,0.6,0.7,1080,246.1
1750577037097,56.668,9.3,4.6,0.5,0.8,1080,263.7
1750577037101,43.335,9.7,4.9,0.5,1.3,1080,236.6
1750577037106,49.668,9.6,4.6,0.6,1.1,1080,175.9
1750577037109,50.418,10.0,4.7,0.5,1.0,1080,411.5
1750577037115,49.084,9.6,4.9,0.5,1.5,1080,169.2
1750577037116,28.876,9.3,4.5,0.2,0.3,1080,599.1
1750577037120,27.876,9.2,4.6,0.2,0.4,1080,252.4
1750577037125,30.709,9.2,4.5,0.5,0.8,1080,212.8
1750577037129,35.001,9.4,4.6,0.7,1.0,1080,268.5
1750577037133,47.334,9.8,5.0,0.6,1.3,1080,254.2
1750577037137,81.627,10.5,5.3,0.6,1.9,1080,231.3
1750577037141,43.043,9.7,4.9,0.5,1.1,1080,280.2
1750577037145,42.000,9.5,4.8,0.3,1.1,1080,214.8
1750577037151,40.459,9.7,4.7,0.8,1.1,1080,164.0
1750577037153,37.792,9.2,4.6,0.6,0.8,1080,571.6
1750577037159,36.376,9.7,4.6,0.5,1.2,1080,175.9
1750577037161,79.293,10.1,5.8,1.0,2.8,1080,417.3
1750577037168,90.002,10.5,5.0,0.6,1.4,1080,140.6
1750577037170,73.918,9.9,4.9,1.1,1.7,1080,601.7
1750577037173,37.459,9.7,4.5,0.5,0.8,1080,404.6
1750577037177,35.626,9.2,4.5,0.2,0.8,1080,217.8
1750577037180,31.584,9.1,4.3,0.2,0.4,1080,298.2
1750577037185,32.834,9.4,5.1,0.5,1.0,1080,199.2
1750577037189,33.793,9.7,4.8,0.5,0.9,1080,283.0
1750577037193,39.126,9.8,4.6,0.6,1.0,1080,271.6
1750577037198,54.043,10.0,4.9,0.6,1.0,1080,176.5
1750577037200,32.001,9.1,4.4,0.2,0.3,1080,479.2
1750577037206,45.292,9.9,4.7,0.5,1.1,1080,194.6
1750577037212,59.251,10.2,4.9,0.5,1.5,1080,168.9
1750577037212,38.418,9.2,4.5,0.3,0.4,1080,1065.9
1750577037220,41.209,10.2,4.8,0.5,1.4,1080,126.4
1750577037221,23.292,9.0,4.3,0.2,0.2,1080,1975.6
1750577037228,53.084,9.8,4.8,0.6,1.4,1080,145.9
1750577037230,49.459,10.0,5.1,0.7,1.2,1080,504.6
1750577037233,40.876,10.0,4.8,0.5,1.0,1080,338.8
1750577037237,52.959,9.8,4.7,0.5,1.1,1080,254.1
1750577037244,90.502,50.0,5.0,0.8,1.1,1080,132.6
